,n,null_cells,cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,first_quartile,median,third_quartile,percentiles,run_time,particles,area_km2,resolution,scalar,minute,stat_type,ars,error,run_id,normalized_error,p_density
4,290532,410579,701111,0.0,0.8977209866046906,0.8977209866046906,0.010348818669815827,0.010348818669815827,0.035121015849391875,0.0012334857542932352,339.37222179598695,3006.6629857789317,0.0028541771695017814,0.0039544845931231976,0.00616134381853044,"[{'percentile': 90, 'value': 0.012044099438935519}]",539.4413881540298,762295.5,1.524591,1,05,25,average,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
5,290532,410579,701111,0.0,0.9033483505249024,0.9033483505249024,0.010406275107941829,0.010406275107941829,0.03552115051740621,0.0012617521340802273,341.34356577116904,3023.355919660555,0.0028541771695017814,0.0039544845931231976,0.00616206657141447,"[{'percentile': 90, 'value': 0.012060124799609185}]",539.4413881540298,762295.5,1.524591,1,05,30,average,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
0,290532,410579,701111,0.0,0.45443421602249146,0.45443421602249146,0.007812424730732776,0.007812424730732776,0.017522823359200468,0.0003070493384777416,224.29429995361883,2269.759381869255,0.002859396394342184,0.003947701305150986,0.006099298596382141,"[{'percentile': 90, 'value': 0.01124872686341405}]",539.4413881540298,762295.5,1.524591,1,05,05,median,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
1,290532,410579,701111,0.0,0.673579603433609,0.673579603433609,0.009153381595036784,0.009153381595036784,0.026980291432568464,0.0007279361257863273,294.7576385015776,2659.350261569227,0.002859396394342184,0.003947701305150986,0.006143510574474931,"[{'percentile': 90, 'value': 0.011701834388077259}]",539.4413881540298,762295.5,1.524591,1,05,10,median,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
2,290532,410579,701111,0.0,0.8264352381229401,0.8264352381229401,0.009893141690325983,0.009893141690325983,0.032022076447385014,0.0010254133800021701,323.67954942662783,2874.2742415737885,0.002859396394342184,0.003947701305150986,0.006145332474261522,"[{'percentile': 90, 'value': 0.011938762851059437}]",539.4413881540298,762295.5,1.524591,1,05,15,median,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
3,290532,410579,701111,0.0,0.8805388510227203,0.8805388510227203,0.010238031733067275,0.010238031733067275,0.03434957393140144,0.0011798932292688136,335.50954741093034,2974.4758354715013,0.002859396394342184,0.003947701305150986,0.006167952204123139,"[{'percentile': 90, 'value': 0.012026425451040268}]",539.4413881540298,762295.5,1.524591,1,05,20,median,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
4,290532,410579,701111,0.0,0.8983815312385559,0.8983815312385559,0.010349068130329842,0.010349068130329842,0.035122796170612314,0.0012336108108423791,339.3812440723868,3006.7354620409897,0.002859396394342184,0.003947701305150986,0.006167952204123139,"[{'percentile': 90, 'value': 0.012041645124554634}]",539.4413881540298,762295.5,1.524591,1,05,25,median,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
5,290532,410579,701111,0.0,0.903933197259903,0.903933197259903,0.010406502879777159,0.010406502879777159,0.03552288442512762,0.0012618753178809746,341.35275640156544,3023.4220946674177,0.002859396394342184,0.003947701305150986,0.006167952204123139,"[{'percentile': 90, 'value': 0.012056270614266396}]",539.4413881540298,762295.5,1.524591,1,05,30,median,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
0,290532,410579,701111,0.0,0.45360827445983887,0.45360827445983887,0.007068693504195192,0.007068693504195192,0.017401318878924408,0.000302805898726011,246.17447154268208,2053.6816611608374,0.0021972963586449623,0.0032959056552499533,0.005330060143023729,"[{'percentile': 90, 'value': 0.010336395353078842}]",539.4413881540298,762295.5,1.524591,1,05,05,minimum,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
1,290532,410579,701111,0.0,0.67148756980896,0.67148756980896,0.008406210604022519,0.008406210604022519,0.026864460094885665,0.0007216992161897044,319.57871816857113,2442.2731792078703,0.0021972963586449623,0.0032959056552499533,0.005330060143023729,"[{'percentile': 90, 'value': 0.010751865804195404}]",539.4413881540298,762295.5,1.524591,1,05,10,minimum,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
2,290532,410579,701111,0.0,0.8240301012992859,0.8240301012992859,0.009144374241793098,0.009144374241793098,0.031905467015348334,0.0010179588254674804,348.9081502103097,2656.733337216632,0.0021972963586449623,0.0032959056552499533,0.005380265414714813,"[{'percentile': 90, 'value': 0.011002292856574059}]",539.4413881540298,762295.5,1.524591,1,05,15,minimum,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
3,290532,410579,701111,0.0,0.8770918846130371,0.8770918846130371,0.009488225107742465,0.009488225107742465,0.03422538227113845,0.001171376791605558,360.71427356008104,2756.633017002634,0.0021972963586449623,0.0032959056552499533,0.005380265414714813,"[{'percentile': 90, 'value': 0.011095227673649788}]",539.4413881540298,762295.5,1.524591,1,05,20,minimum,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
4,290532,410579,701111,0.0,0.8950921297073364,0.8950921297073364,0.009598574775240416,0.009598574775240416,0.03499416414247321,0.0012245915240303577,364.5766685356338,2788.6931266001484,0.0021972963586449623,0.0032959056552499533,0.005380265414714813,"[{'percentile': 90, 'value': 0.01112609077244997}]",539.4413881540298,762295.5,1.524591,1,05,25,minimum,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
5,290532,410579,701111,0.0,0.9008740186691284,0.9008740186691284,0.009655452532180538,0.009655452532180538,0.03539185660458566,0.0012525835139195534,366.5478804502283,2805.217935079476,0.0021972963586449623,0.0032959056552499533,0.005380265414714813,"[{'percentile': 90, 'value': 0.01112609077244997}]",539.4413881540298,762295.5,1.524591,1,05,30,minimum,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
0,290532,410579,701111,0.0,9.0,9.0,4.263516583371195,4.263516583371195,2.874593285731492,8.263286558372577,67.42305863059478,1238688.0,2.0,4.0,7.0,"[{'percentile': 90, 'value': 8}]",539.4413881540298,762295.5,1.524591,1,05,05,min_raster,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
1,290532,410579,701111,0.0,9.0,9.0,4.2659879118307105,4.2659879118307105,2.875023000382417,8.265757252727916,67.39407283384979,1239406.0,2.0,4.0,7.0,"[{'percentile': 90, 'value': 8}]",539.4413881540298,762295.5,1.524591,1,05,10,min_raster,0.14057571379453873,0.0011453502685205591,1_05,1.4142135623730951,1.0872679219125074
