,site_name,resolution,scalar,cells,particles,run_n,run_time,area_m2,area_km2,p_density,error,tri
138,SJER,5,2.0,11748,23496.0,8,0.880462646484375,293700,0.2937,2.0,0.006523835974245734,0.028
139,SJER,5,2.0,11748,23496.0,9,0.8413419723510742,293700,0.2937,2.0,0.006523835974245734,0.028
140,SJER,5,4.0,11748,46992.0,0,1.2445156574249268,293700,0.2937,4.0,0.004613048656737905,0.028
141,SJER,5,4.0,11748,46992.0,1,1.228501796722412,293700,0.2937,4.0,0.004613048656737905,0.028
142,SJER,5,4.0,11748,46992.0,2,1.374762773513794,293700,0.2937,4.0,0.004613048656737905,0.028
143,SJER,5,4.0,11748,46992.0,3,1.2495534420013428,293700,0.2937,4.0,0.004613048656737905,0.028
144,SJER,5,4.0,11748,46992.0,4,1.265556812286377,293700,0.2937,4.0,0.004613048656737905,0.028
145,SJER,5,4.0,11748,46992.0,5,1.3477153778076172,293700,0.2937,4.0,0.004613048656737905,0.028
146,SJER,5,4.0,11748,46992.0,6,1.2064778804779053,293700,0.2937,4.0,0.004613048656737905,0.028
147,SJER,5,4.0,11748,46992.0,7,1.2957432270050049,293700,0.2937,4.0,0.004613048656737905,0.028
148,SJER,5,4.0,11748,46992.0,8,1.238452672958374,293700,0.2937,4.0,0.004613048656737905,0.028
149,SJER,5,4.0,11748,46992.0,9,1.204456806182861,293700,0.2937,4.0,0.004613048656737905,0.028
150,SJER,10,0.25,2929,732.25,0,0.2665822505950928,292900,0.2929,0.25,0.03695475350695748,0.028
151,SJER,10,0.25,2929,732.25,1,0.1349306106567382,292900,0.2929,0.25,0.03695475350695748,0.028
152,SJER,10,0.25,2929,732.25,2,0.285395860671997,292900,0.2929,0.25,0.03695475350695748,0.028
153,SJER,10,0.25,2929,732.25,3,0.228240966796875,292900,0.2929,0.25,0.03695475350695748,0.028
154,SJER,10,0.25,2929,732.25,4,0.1812241077423095,292900,0.2929,0.25,0.03695475350695748,0.028
