,init.walk,maxwalk,remaining walkers,duration (sec.),mean man,mean infil,Location,map_name,Cells,Min Depth (m),Max Depth (m),Seed,Resolution (m),scalar_str,Particle Scalar,Number of iterations (cells),Mean flow velocity (m/s),Time Step (s),Time at Step (s),Time at Step (min),Mean Source Rate (Rain Fall Excess) (m/s),Compute Time (s),particles,Particle Density
5,1084392,727184,1012728,7200,0.135849,0.0,SFREC,depth_1_2_3.060,491046,0.00015272492601070553,6.108133792877197,3,1,2,2.0,3599,3.981759,0.062786,225.96681399999997,3.7661135666666663,1.023193e-05,4259.85723567009,727184.0,2.0
6,1084392,727184,1012728,7200,0.135849,0.0,SFREC,depth_1_2_3.070,491046,0.00015272492601070553,6.755823612213135,3,1,2,2.0,4199,3.981759,0.062786,263.63841399999995,4.3939735666666655,1.023193e-05,4259.85723567009,727184.0,2.0
7,1084392,727184,1012728,7200,0.135849,0.0,SFREC,depth_1_2_3.080,491046,0.00015272492601070553,7.364566326141357,3,1,2,2.0,4799,3.981759,0.062786,301.31001399999997,5.0218335666666665,1.023193e-05,4259.85723567009,727184.0,2.0
8,1084392,727184,1012728,7200,0.135849,0.0,SFREC,depth_1_2_3.090,491046,0.00015272492601070553,7.941554546356201,3,1,2,2.0,5399,3.981759,0.062786,338.981614,5.6496935666666666,1.023193e-05,4259.85723567009,727184.0,2.0
9,1084392,727184,1012728,7200,0.135849,0.0,SFREC,depth_1_2_3.100,491046,0.00015272492601070553,8.49182415008545,3,1,2,2.0,5999,3.981759,0.062786,376.653214,6.277553566666667,1.023193e-05,4259.85723567009,727184.0,2.0
10,1084392,727184,1012728,7200,0.135849,0.0,SFREC,depth_1_2_3.110,491046,0.00015272492601070553,9.018857955932617,3,1,2,2.0,6599,3.981759,0.062786,414.32481399999995,6.905413566666666,1.023193e-05,4259.85723567009,727184.0,2.0
11,1084392,727184,1012728,7200,0.135849,0.0,SFREC,depth_1_2_3.120,491046,0.00015272492601070553,9.526612281799316,3,1,2,2.0,7199,3.981759,0.062786,451.99641399999996,7.533273566666666,1.023193e-05,4259.85723567009,727184.0,2.0
0,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.010,491046,0.00015272492601070553,1.3833037614822388,4,1,2,2.0,599,3.981759,0.062786,37.608813999999995,0.6268135666666665,1.023193e-05,4260.678055286408,727184.0,2.0
1,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.020,491046,0.00015272492601070553,2.7670810222625732,4,1,2,2.0,1199,3.981759,0.062786,75.280414,1.2546735666666666,1.023193e-05,4260.678055286408,727184.0,2.0
2,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.030,491046,0.00015272492601070553,3.7859175205230713,4,1,2,2.0,1799,3.981759,0.062786,112.95201399999999,1.8825335666666665,1.023193e-05,4260.678055286408,727184.0,2.0
3,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.040,491046,0.00015272492601070553,4.645878791809082,4,1,2,2.0,2399,3.981759,0.062786,150.62361399999998,2.510393566666666,1.023193e-05,4260.678055286408,727184.0,2.0
4,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.050,491046,0.00015272492601070553,5.409632682800293,4,1,2,2.0,2999,3.981759,0.062786,188.295214,3.1382535666666667,1.023193e-05,4260.678055286408,727184.0,2.0
5,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.060,491046,0.00015272492601070553,6.107112884521484,4,1,2,2.0,3599,3.981759,0.062786,225.96681399999997,3.7661135666666663,1.023193e-05,4260.678055286408,727184.0,2.0
6,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.070,491046,0.00015272492601070553,6.755331516265869,4,1,2,2.0,4199,3.981759,0.062786,263.63841399999995,4.3939735666666655,1.023193e-05,4260.678055286408,727184.0,2.0
7,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.080,491046,0.00015272492601070553,7.36421537399292,4,1,2,2.0,4799,3.981759,0.062786,301.31001399999997,5.0218335666666665,1.023193e-05,4260.678055286408,727184.0,2.0
8,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.090,491046,0.00015272492601070553,7.941431045532227,4,1,2,2.0,5399,3.981759,0.062786,338.981614,5.6496935666666666,1.023193e-05,4260.678055286408,727184.0,2.0
9,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.100,491046,0.00015272492601070553,8.491450309753418,4,1,2,2.0,5999,3.981759,0.062786,376.653214,6.277553566666667,1.023193e-05,4260.678055286408,727184.0,2.0
10,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.110,491046,0.00015272492601070553,9.018607139587402,4,1,2,2.0,6599,3.981759,0.062786,414.32481399999995,6.905413566666666,1.023193e-05,4260.678055286408,727184.0,2.0
11,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_4.120,491046,0.00015272492601070553,9.526192665100098,4,1,2,2.0,7199,3.981759,0.062786,451.99641399999996,7.533273566666666,1.023193e-05,4260.678055286408,727184.0,2.0
0,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.010,491046,0.00015272492601070553,1.3828681707382202,5,1,2,2.0,599,3.981759,0.062786,37.608813999999995,0.6268135666666665,1.023193e-05,4261.518999814987,727184.0,2.0
1,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.020,491046,0.00015272492601070553,2.7672948837280273,5,1,2,2.0,1199,3.981759,0.062786,75.280414,1.2546735666666666,1.023193e-05,4261.518999814987,727184.0,2.0
2,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.030,491046,0.00015272492601070553,3.786560297012329,5,1,2,2.0,1799,3.981759,0.062786,112.95201399999999,1.8825335666666665,1.023193e-05,4261.518999814987,727184.0,2.0
3,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.040,491046,0.00015272492601070553,4.646953582763672,5,1,2,2.0,2399,3.981759,0.062786,150.62361399999998,2.510393566666666,1.023193e-05,4261.518999814987,727184.0,2.0
4,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.050,491046,0.00015272492601070553,5.410516738891602,5,1,2,2.0,2999,3.981759,0.062786,188.295214,3.1382535666666667,1.023193e-05,4261.518999814987,727184.0,2.0
5,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.060,491046,0.00015272492601070553,6.107959747314453,5,1,2,2.0,3599,3.981759,0.062786,225.96681399999997,3.7661135666666663,1.023193e-05,4261.518999814987,727184.0,2.0
6,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.070,491046,0.00015272492601070553,6.755786418914795,5,1,2,2.0,4199,3.981759,0.062786,263.63841399999995,4.3939735666666655,1.023193e-05,4261.518999814987,727184.0,2.0
7,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.080,491046,0.00015272492601070553,7.364705562591553,5,1,2,2.0,4799,3.981759,0.062786,301.31001399999997,5.0218335666666665,1.023193e-05,4261.518999814987,727184.0,2.0
8,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.090,491046,0.00015272492601070553,7.9412455558776855,5,1,2,2.0,5399,3.981759,0.062786,338.981614,5.6496935666666666,1.023193e-05,4261.518999814987,727184.0,2.0
9,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.100,491046,0.00015272492601070553,8.491336822509766,5,1,2,2.0,5999,3.981759,0.062786,376.653214,6.277553566666667,1.023193e-05,4261.518999814987,727184.0,2.0
10,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.110,491046,0.00015272492601070553,9.018662452697754,5,1,2,2.0,6599,3.981759,0.062786,414.32481399999995,6.905413566666666,1.023193e-05,4261.518999814987,727184.0,2.0
11,1084392,727184,1012691,7200,0.135849,0.0,SFREC,depth_1_2_5.120,491046,0.00015272492601070553,9.526230812072754,5,1,2,2.0,7199,3.981759,0.062786,451.99641399999996,7.533273566666666,1.023193e-05,4261.518999814987,727184.0,2.0
0,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.010,491046,0.00015272492601070553,1.3831498622894287,6,1,2,2.0,599,3.981759,0.062786,37.608813999999995,0.6268135666666665,1.023193e-05,4250.822734594345,727184.0,2.0
1,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.020,491046,0.00015272492601070553,2.7665772438049316,6,1,2,2.0,1199,3.981759,0.062786,75.280414,1.2546735666666666,1.023193e-05,4250.822734594345,727184.0,2.0
2,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.030,491046,0.00015272492601070553,3.7854926586151123,6,1,2,2.0,1799,3.981759,0.062786,112.95201399999999,1.8825335666666665,1.023193e-05,4250.822734594345,727184.0,2.0
3,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.040,491046,0.00015272492601070553,4.645277500152588,6,1,2,2.0,2399,3.981759,0.062786,150.62361399999998,2.510393566666666,1.023193e-05,4250.822734594345,727184.0,2.0
4,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.050,491046,0.00015272492601070553,5.409098148345947,6,1,2,2.0,2999,3.981759,0.062786,188.295214,3.1382535666666667,1.023193e-05,4250.822734594345,727184.0,2.0
5,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.060,491046,0.00015272492601070553,6.106775760650635,6,1,2,2.0,3599,3.981759,0.062786,225.96681399999997,3.7661135666666663,1.023193e-05,4250.822734594345,727184.0,2.0
6,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.070,491046,0.00015272492601070553,6.754673480987549,6,1,2,2.0,4199,3.981759,0.062786,263.63841399999995,4.3939735666666655,1.023193e-05,4250.822734594345,727184.0,2.0
7,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.080,491046,0.00015272492601070553,7.363736152648926,6,1,2,2.0,4799,3.981759,0.062786,301.31001399999997,5.0218335666666665,1.023193e-05,4250.822734594345,727184.0,2.0
8,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.090,491046,0.00015272492601070553,7.94069766998291,6,1,2,2.0,5399,3.981759,0.062786,338.981614,5.6496935666666666,1.023193e-05,4250.822734594345,727184.0,2.0
9,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.100,491046,0.00015272492601070553,8.491165161132812,6,1,2,2.0,5999,3.981759,0.062786,376.653214,6.277553566666667,1.023193e-05,4250.822734594345,727184.0,2.0
10,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.110,491046,0.00015272492601070553,9.018174171447754,6,1,2,2.0,6599,3.981759,0.062786,414.32481399999995,6.905413566666666,1.023193e-05,4250.822734594345,727184.0,2.0
11,1084392,727184,1012648,7200,0.135849,0.0,SFREC,depth_1_2_6.120,491046,0.00015272492601070553,9.52552604675293,6,1,2,2.0,7199,3.981759,0.062786,451.99641399999996,7.533273566666666,1.023193e-05,4250.822734594345,727184.0,2.0
0,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.010,491046,0.00015272492601070553,1.3829569816589355,7,1,2,2.0,599,3.981759,0.062786,37.608813999999995,0.6268135666666665,1.023193e-05,4261.538505792618,727184.0,2.0
1,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.020,491046,0.00015272492601070553,2.766761541366577,7,1,2,2.0,1199,3.981759,0.062786,75.280414,1.2546735666666666,1.023193e-05,4261.538505792618,727184.0,2.0
2,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.030,491046,0.00015272492601070553,3.7851598262786865,7,1,2,2.0,1799,3.981759,0.062786,112.95201399999999,1.8825335666666665,1.023193e-05,4261.538505792618,727184.0,2.0
3,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.040,491046,0.00015272492601070553,4.644898414611816,7,1,2,2.0,2399,3.981759,0.062786,150.62361399999998,2.510393566666666,1.023193e-05,4261.538505792618,727184.0,2.0
4,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.050,491046,0.00015272492601070553,5.409842491149902,7,1,2,2.0,2999,3.981759,0.062786,188.295214,3.1382535666666667,1.023193e-05,4261.538505792618,727184.0,2.0
5,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.060,491046,0.00015272492601070553,6.107056617736816,7,1,2,2.0,3599,3.981759,0.062786,225.96681399999997,3.7661135666666663,1.023193e-05,4261.538505792618,727184.0,2.0
6,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.070,491046,0.00015272492601070553,6.755580425262451,7,1,2,2.0,4199,3.981759,0.062786,263.63841399999995,4.3939735666666655,1.023193e-05,4261.538505792618,727184.0,2.0
7,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.080,491046,0.00015272492601070553,7.364583492279053,7,1,2,2.0,4799,3.981759,0.062786,301.31001399999997,5.0218335666666665,1.023193e-05,4261.538505792618,727184.0,2.0
8,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.090,491046,0.00015272492601070553,7.941190242767334,7,1,2,2.0,5399,3.981759,0.062786,338.981614,5.6496935666666666,1.023193e-05,4261.538505792618,727184.0,2.0
9,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.100,491046,0.00015272492601070553,8.491172790527344,7,1,2,2.0,5999,3.981759,0.062786,376.653214,6.277553566666667,1.023193e-05,4261.538505792618,727184.0,2.0
10,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.110,491046,0.00015272492601070553,9.018686294555664,7,1,2,2.0,6599,3.981759,0.062786,414.32481399999995,6.905413566666666,1.023193e-05,4261.538505792618,727184.0,2.0
11,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_7.120,491046,0.00015272492601070553,9.526074409484863,7,1,2,2.0,7199,3.981759,0.062786,451.99641399999996,7.533273566666666,1.023193e-05,4261.538505792618,727184.0,2.0
0,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.010,491046,0.00015272492601070553,1.3828816413879395,8,1,2,2.0,599,3.981759,0.062786,37.608813999999995,0.6268135666666665,1.023193e-05,4249.078816413879,727184.0,2.0
1,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.020,491046,0.00015272492601070553,2.767404079437256,8,1,2,2.0,1199,3.981759,0.062786,75.280414,1.2546735666666666,1.023193e-05,4249.078816413879,727184.0,2.0
2,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.030,491046,0.00015272492601070553,3.786367416381836,8,1,2,2.0,1799,3.981759,0.062786,112.95201399999999,1.8825335666666665,1.023193e-05,4249.078816413879,727184.0,2.0
3,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.040,491046,0.00015272492601070553,4.645990371704102,8,1,2,2.0,2399,3.981759,0.062786,150.62361399999998,2.510393566666666,1.023193e-05,4249.078816413879,727184.0,2.0
4,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.050,491046,0.00015272492601070553,5.409756660461426,8,1,2,2.0,2999,3.981759,0.062786,188.295214,3.1382535666666667,1.023193e-05,4249.078816413879,727184.0,2.0
5,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.060,491046,0.00015272492601070553,6.10756254196167,8,1,2,2.0,3599,3.981759,0.062786,225.96681399999997,3.7661135666666663,1.023193e-05,4249.078816413879,727184.0,2.0
6,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.070,491046,0.00015272492601070553,6.75569486618042,8,1,2,2.0,4199,3.981759,0.062786,263.63841399999995,4.3939735666666655,1.023193e-05,4249.078816413879,727184.0,2.0
7,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.080,491046,0.00015272492601070553,7.3646416664123535,8,1,2,2.0,4799,3.981759,0.062786,301.31001399999997,5.0218335666666665,1.023193e-05,4249.078816413879,727184.0,2.0
8,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.090,491046,0.00015272492601070553,7.941432476043701,8,1,2,2.0,5399,3.981759,0.062786,338.981614,5.6496935666666666,1.023193e-05,4249.078816413879,727184.0,2.0
9,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.100,491046,0.00015272492601070553,8.491772651672363,8,1,2,2.0,5999,3.981759,0.062786,376.653214,6.277553566666667,1.023193e-05,4249.078816413879,727184.0,2.0
10,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.110,491046,0.00015272492601070553,9.01882266998291,8,1,2,2.0,6599,3.981759,0.062786,414.32481399999995,6.905413566666666,1.023193e-05,4249.078816413879,727184.0,2.0
11,1084392,727184,1012689,7200,0.135849,0.0,SFREC,depth_1_2_8.120,491046,0.00015272492601070553,9.526562690734863,8,1,2,2.0,7199,3.981759,0.062786,451.99641399999996,7.533273566666666,1.023193e-05,4249.078816413879,727184.0,2.0
0,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.010,491046,0.00015272492601070553,1.3837987184524536,9,1,2,2.0,599,3.981759,0.062786,37.608813999999995,0.6268135666666665,1.023193e-05,4268.253023147583,727184.0,2.0
1,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.020,491046,0.00015272492601070553,2.7669851779937744,9,1,2,2.0,1199,3.981759,0.062786,75.280414,1.2546735666666666,1.023193e-05,4268.253023147583,727184.0,2.0
2,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.030,491046,0.00015272492601070553,3.7857625484466553,9,1,2,2.0,1799,3.981759,0.062786,112.95201399999999,1.8825335666666665,1.023193e-05,4268.253023147583,727184.0,2.0
3,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.040,491046,0.00015272492601070553,4.645971775054932,9,1,2,2.0,2399,3.981759,0.062786,150.62361399999998,2.510393566666666,1.023193e-05,4268.253023147583,727184.0,2.0
4,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.050,491046,0.00015272492601070553,5.4097723960876465,9,1,2,2.0,2999,3.981759,0.062786,188.295214,3.1382535666666667,1.023193e-05,4268.253023147583,727184.0,2.0
5,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.060,491046,0.00015272492601070553,6.107395648956299,9,1,2,2.0,3599,3.981759,0.062786,225.96681399999997,3.7661135666666663,1.023193e-05,4268.253023147583,727184.0,2.0
6,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.070,491046,0.00015272492601070553,6.75499153137207,9,1,2,2.0,4199,3.981759,0.062786,263.63841399999995,4.3939735666666655,1.023193e-05,4268.253023147583,727184.0,2.0
7,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.080,491046,0.00015272492601070553,7.3637895584106445,9,1,2,2.0,4799,3.981759,0.062786,301.31001399999997,5.0218335666666665,1.023193e-05,4268.253023147583,727184.0,2.0
8,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.090,491046,0.00015272492601070553,7.940549373626709,9,1,2,2.0,5399,3.981759,0.062786,338.981614,5.6496935666666666,1.023193e-05,4268.253023147583,727184.0,2.0
9,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.100,491046,0.00015272492601070553,8.490811347961426,9,1,2,2.0,5999,3.981759,0.062786,376.653214,6.277553566666667,1.023193e-05,4268.253023147583,727184.0,2.0
10,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.110,491046,0.00015272492601070553,9.01801872253418,9,1,2,2.0,6599,3.981759,0.062786,414.32481399999995,6.905413566666666,1.023193e-05,4268.253023147583,727184.0,2.0
11,1084392,727184,1012634,7200,0.135849,0.0,SFREC,depth_1_2_9.120,491046,0.00015272492601070553,9.525726318359375,9,1,2,2.0,7199,3.981759,0.062786,451.99641399999996,7.533273566666666,1.023193e-05,4268.253023147583,727184.0,2.0
0,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.010,54168,0.00029600996640510857,1.2443898916244507,0,3,025,0.25,599,3.964625,0.189173,113.314627,1.8885771166666667,1.01766e-05,49.377288818359375,10094.5,0.25
1,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.020,54168,0.00029600996640510857,2.4312942028045654,0,3,025,0.25,1198,3.964625,0.189173,226.629254,3.7771542333333334,1.01766e-05,49.377288818359375,10094.5,0.25
2,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.030,54168,0.00029600996640510857,3.3068583011627197,0,3,025,0.25,1797,3.964625,0.189173,339.94388100000003,5.665731350000001,1.01766e-05,49.377288818359375,10094.5,0.25
3,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.040,54168,0.00029600996640510857,4.0472307205200195,0,3,025,0.25,2397,3.964625,0.189173,453.44768100000005,7.5574613500000005,1.01766e-05,49.377288818359375,10094.5,0.25
4,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.050,54168,0.00029600996640510857,4.70576810836792,0,3,025,0.25,2996,3.964625,0.189173,566.7623080000001,9.446038466666668,1.01766e-05,49.377288818359375,10094.5,0.25
5,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.060,54168,0.00029600996640510857,5.308935642242432,0,3,025,0.25,3595,3.964625,0.189173,680.076935,11.334615583333335,1.01766e-05,49.377288818359375,10094.5,0.25
6,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.070,54168,0.00029600996640510857,5.869835376739502,0,3,025,0.25,4195,3.964625,0.189173,793.580735,13.226345583333334,1.01766e-05,49.377288818359375,10094.5,0.25
7,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.080,54168,0.00029600996640510857,6.395026206970215,0,3,025,0.25,4794,3.964625,0.189173,906.8953620000001,15.114922700000001,1.01766e-05,49.377288818359375,10094.5,0.25
8,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.090,54168,0.00029600996640510857,6.893864154815674,0,3,025,0.25,5393,3.964625,0.189173,1020.2099890000001,17.003499816666668,1.01766e-05,49.377288818359375,10094.5,0.25
9,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.100,54168,0.00029600996640510857,7.369804382324219,0,3,025,0.25,5992,3.964625,0.189173,1133.5246160000002,18.892076933333335,1.01766e-05,49.377288818359375,10094.5,0.25
10,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.110,54168,0.00029600996640510857,7.825226306915283,0,3,025,0.25,6592,3.964625,0.189173,1247.028416,20.783806933333334,1.01766e-05,49.377288818359375,10094.5,0.25
11,39658,10094,37138,7200,0.136588,0.0,SFREC,depth_3_025_0.120,54168,0.00029600996640510857,8.264981269836426,0,3,025,0.25,7191,3.964625,0.189173,1360.343043,22.67238405,1.01766e-05,49.377288818359375,10094.5,0.25
0,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.010,54168,0.00029600996640510857,1.2466713190078735,1,3,025,0.25,599,3.964625,0.189173,113.314627,1.8885771166666667,1.01766e-05,49.2858247756958,10094.5,0.25
1,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.020,54168,0.00029600996640510857,2.4306893348693848,1,3,025,0.25,1198,3.964625,0.189173,226.629254,3.7771542333333334,1.01766e-05,49.2858247756958,10094.5,0.25
2,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.030,54168,0.00029600996640510857,3.3078348636627197,1,3,025,0.25,1797,3.964625,0.189173,339.94388100000003,5.665731350000001,1.01766e-05,49.2858247756958,10094.5,0.25
3,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.040,54168,0.00029600996640510857,4.046323299407959,1,3,025,0.25,2397,3.964625,0.189173,453.44768100000005,7.5574613500000005,1.01766e-05,49.2858247756958,10094.5,0.25
4,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.050,54168,0.00029600996640510857,4.705005168914795,1,3,025,0.25,2996,3.964625,0.189173,566.7623080000001,9.446038466666668,1.01766e-05,49.2858247756958,10094.5,0.25
5,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.060,54168,0.00029600996640510857,5.305749893188477,1,3,025,0.25,3595,3.964625,0.189173,680.076935,11.334615583333335,1.01766e-05,49.2858247756958,10094.5,0.25
6,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.070,54168,0.00029600996640510857,5.864447116851807,1,3,025,0.25,4195,3.964625,0.189173,793.580735,13.226345583333334,1.01766e-05,49.2858247756958,10094.5,0.25
7,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.080,54168,0.00029600996640510857,6.391230583190918,1,3,025,0.25,4794,3.964625,0.189173,906.8953620000001,15.114922700000001,1.01766e-05,49.2858247756958,10094.5,0.25
8,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.090,54168,0.00029600996640510857,6.8901896476745605,1,3,025,0.25,5393,3.964625,0.189173,1020.2099890000001,17.003499816666668,1.01766e-05,49.2858247756958,10094.5,0.25
9,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.100,54168,0.00029600996640510857,7.366166114807129,1,3,025,0.25,5992,3.964625,0.189173,1133.5246160000002,18.892076933333335,1.01766e-05,49.2858247756958,10094.5,0.25
10,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.110,54168,0.00029600996640510857,7.821389675140381,1,3,025,0.25,6592,3.964625,0.189173,1247.028416,20.783806933333334,1.01766e-05,49.2858247756958,10094.5,0.25
11,39658,10094,37119,7200,0.136588,0.0,SFREC,depth_3_025_1.120,54168,0.00029600996640510857,8.260355949401855,1,3,025,0.25,7191,3.964625,0.189173,1360.343043,22.67238405,1.01766e-05,49.2858247756958,10094.5,0.25
0,39658,10094,37142,7200,0.136588,0.0,SFREC,depth_3_025_2.010,54168,0.00029600996640510857,1.2448971271514893,2,3,025,0.25,599,3.964625,0.189173,113.314627,1.8885771166666667,1.01766e-05,49.283894300460815,10094.5,0.25
1,39658,10094,37142,7200,0.136588,0.0,SFREC,depth_3_025_2.020,54168,0.00029600996640510857,2.431894302368164,2,3,025,0.25,1198,3.964625,0.189173,226.629254,3.7771542333333334,1.01766e-05,49.283894300460815,10094.5,0.25
2,39658,10094,37142,7200,0.136588,0.0,SFREC,depth_3_025_2.030,54168,0.00029600996640510857,3.309290647506714,2,3,025,0.25,1797,3.964625,0.189173,339.94388100000003,5.665731350000001,1.01766e-05,49.283894300460815,10094.5,0.25
3,39658,10094,37142,7200,0.136588,0.0,SFREC,depth_3_025_2.040,54168,0.00029600996640510857,4.051163673400879,2,3,025,0.25,2397,3.964625,0.189173,453.44768100000005,7.5574613500000005,1.01766e-05,49.283894300460815,10094.5,0.25
4,39658,10094,37142,7200,0.136588,0.0,SFREC,depth_3_025_2.050,54168,0.00029600996640510857,4.708645343780518,2,3,025,0.25,2996,3.964625,0.189173,566.7623080000001,9.446038466666668,1.01766e-05,49.283894300460815,10094.5,0.25
5,39658,10094,37142,7200,0.136588,0.0,SFREC,depth_3_025_2.060,54168,0.00029600996640510857,5.3114190101623535,2,3,025,0.25,3595,3.964625,0.189173,680.076935,11.334615583333335,1.01766e-05,49.283894300460815,10094.5,0.25
6,39658,10094,37142,7200,0.136588,0.0,SFREC,depth_3_025_2.070,54168,0.00029600996640510857,5.872159957885742,2,3,025,0.25,4195,3.964625,0.189173,793.580735,13.226345583333334,1.01766e-05,49.283894300460815,10094.5,0.25
